dLQbcccdegj,1,(3, [z - 1, z - 1, z - 1])
eLPkbcdddmbkgw,1,(4, [z - 1, 1/3*z - 2/3, 3*z, 1/3*z - 2/3])
eLAkbccddhhnqw,1,(4, [z - 1, z - 2, 1/3*z, z - 2])
fLLQcbeddeehhjved,1,(5, [z - 1, 3*z, 1/7*z - 3/7, 5*z + 3, 1/7*z - 3/7])
gLLAQbeddfffhhjvenc,1,(6, [z - 1, 3*z, 5*z + 3, 1/13*z - 4/13, 7*z + 8, 1/13*z - 4/13])
hLLAMkbeddfggghhjvehie,1,(7, [z - 1, 3*z, 5*z + 3, 7*z + 8, 1/21*z - 5/21, 9*z + 15, 1/21*z - 5/21])
iLLAMPcbeddfghhhhhjvehqcn,1,(8, [z - 1, 3*z, 5*z + 3, 7*z + 8, 9*z + 15, 1/31*z - 6/31, 11*z + 24, 1/31*z - 6/31])
jLLAMzQbeddfghiiihhjvehqhie,1,(9, [z - 1, 3*z, 5*z + 3, 7*z + 8, 9*z + 15, 11*z + 24, 1/43*z - 7/43, 13*z + 35, 1/43*z - 7/43])
kLLAMzMkbeddfghijjjhhjvehqhqcn,1,(10, [z - 1, 3*z, 5*z + 3, 7*z + 8, 9*z + 15, 11*z + 24, 13*z + 35, 1/57*z - 8/57, 15*z + 48, 1/57*z - 8/57])
lLLAMzMPcbeddfghijkkkhhjvehqhqhie,1,(11, [z - 1, 3*z, 5*z + 3, 7*z + 8, 9*z + 15, 11*z + 24, 13*z + 35, 15*z + 48, 1/73*z - 9/73, 17*z + 63, 1/73*z - 9/73])
mLLAMzMzQbeddfghijklllhhjvehqhqhqcn,1,(12, [z - 1, 3*z, 5*z + 3, 7*z + 8, 9*z + 15, 11*z + 24, 13*z + 35, 15*z + 48, 17*z + 63, 1/91*z - 10/91, 19*z + 80, 1/91*z - 10/91])
