dLQbcccdegj, tet1: 0, tet2: 2, searched: 1, height: 1
iLLAPPcceddgfghhtivngsfuw, tet1: 6, tet2: 3, searched: 119, height: 3
iLLAPPcceddgfghhtivngsfmk, tet1: 6, tet2: 3, searched: 112, height: 3
hLLAAkbcdeefggpfreesqj, tet1: 3, tet2: 5, searched: 17, height: 2
jLLLAPQacfefghiiijkgcsvxqvk, tet1: 3, tet2: 6, searched: 264, height: 4
hLLAAkbcdeefggpfreeshr, tet1: 3, tet2: 5, searched: 17, height: 2
iLLAPPcceddgfghhtivngsfuj, tet1: 6, tet2: 3, searched: 112, height: 3
jLLLMMQbcggffihiitsdagflciu, tet1: 6, tet2: 3, searched: 274, height: 4
iLLALQcceddfghhhhivkjvmad, tet1: 5, tet2: 4, searched: 198, height: 4
iLLLAQcccfgefghhdwatafshr, tet1: 6, tet2: 5, searched: 214, height: 3
iLLLMQccdefggghhdstagkkjj, tet1: 5, tet2: 2, searched: 29, height: 3
jLLLMMQbcggffihiitseagflciu, tet1: 6, tet2: 3, searched: 299, height: 4
iLLLMQccdefggghhdstagkkjk, tet1: 5, tet2: 2, searched: 91, height: 3
iLLLPQccdefgfhhhivlhnbbvj, tet1: 2, tet2: 5, searched: 52, height: 3
iLLLMQcbdeghghfhmktivrgnb, tet1: 6, tet2: 5, searched: 120, height: 3
fLAPcacceeejgbksb, tet1: 0, tet2: 1, searched: 1, height: 1
fLLQcbdeedembamrl, tet1: 0, tet2: 1, searched: 1, height: 1
iLLAwQcbdedfgghhlfavpimbk, tet1: 4, tet2: 5, searched: 65, height: 4
kLLLPwQkccfeghjjiijlnaqnkeuemc, tet1: 9, tet2: 5, searched: 397, height: 5
kLLvAMQkcbeghhgijjjhnqhnvnxxgj, tet1: 8, tet2: 3, searched: 611, height: 5
jLLALAQceddfghhiitivnscllfj, tet1: 6, tet2: 5, searched: 295, height: 4
iLLLQPcbdeggfghhlvuqmgodn, tet1: 2, tet2: 6, searched: 74, height: 3
hLLAPkcedegfggdlvudbgk, tet1: 4, tet2: 1, searched: 147, height: 2
lLLLLMPQcccffigjkkjjkdwarbrpuxedx, tet1: 8, tet2: 10, searched: 312, height: 6
hLLLQkbdfegfggmvdahvno, tet1: 5, tet2: 4, searched: 88, height: 2
hLLMPkbddefgggevkxrnbk, tet1: 3, tet2: 6, searched: 18, height: 2
iLLLAQcccfgefghhdwatafsqj, tet1: 6, tet2: 5, searched: 179, height: 3
hLLAMkbedefgggxtrddnfw, tet1: 4, tet2: 2, searched: 25, height: 2
iLLPLQcaddeghhghnptxpxuek, tet1: 5, tet2: 3, searched: 367, height: 3
iLLLMQcaedfghhghndigjlhch, tet1: 6, tet2: 0, searched: 85, height: 3
iLLMLQcbddehghghdwrhtrqvh, tet1: 7, tet2: 2, searched: 58, height: 3
jLLPLPQccdefgihiipkravspivg, tet1: 7, tet2: 5, searched: 232, height: 4
jLLLMMQbdgghhigiidwmpvwmoqx, tet1: 7, tet2: 3, searched: 249, height: 4
iLLLQPcccfgegfhhdwalhkjlw, tet1: 6, tet2: 5, searched: 504, height: 3
hLLLQkcdeefgggifhemgns, tet1: 5, tet2: 1, searched: 12, height: 2
jLLALAQceddfghhiitivnscllos, tet1: 6, tet2: 5, searched: 328, height: 4
jLLPLAQccdfhfghiiporamfoecr, tet1: 5, tet2: 7, searched: 534, height: 4
hLLzQkcdegfgfgirpaiocr, tet1: 0, tet2: 5, searched: 18, height: 2
jLLALAQceddfghhiitivnscllfk, tet1: 6, tet2: 5, searched: 287, height: 4
jLLMLMQcddefghiiiigvhgfmxvg, tet1: 6, tet2: 4, searched: 245, height: 4
jLLALAQceddfghhiitivnscllow, tet1: 6, tet2: 5, searched: 287, height: 4
kLLAvPQkceddjiihjjitivndiledsb, tet1: 8, tet2: 3, searched: 478, height: 5
iLvAMQccdefgfghhivpuongsk, tet1: 7, tet2: 3, searched: 252, height: 3
iLLALQcbdedfhghhlfavfxvhd, tet1: 6, tet2: 5, searched: 160, height: 3
hLLAAkacdeffggnkampunj, tet1: 5, tet2: 0, searched: 748, height: 2
gLLPQcdefeffikdthtk, tet1: 1, tet2: 2, searched: 3, height: 1
iLLLMQcccfdhghghlnpwpwpwt, tet1: 3, tet2: 6, searched: 90, height: 3
gLLAQccddfffqjvswcj, tet1: 1, tet2: 2, searched: 6, height: 1
gLLAQbddefffxfrxdjb, tet1: 1, tet2: 4, searched: 1, height: 1
iLLAwQcbddefhhghxfrxdplwv, tet1: 5, tet2: 4, searched: 33, height: 3
gLLAQbdedffftfavpkf, tet1: 0, tet2: 4, searched: 3, height: 1
jLLLPPQbddfhgiihimjfnsouefd, tet1: 8, tet2: 1, searched: 326, height: 4
hLLAMkbdeefgfgmvamacnj, tet1: 6, tet2: 5, searched: 14, height: 2
gLALQbbceeffpugnkan, tet1: 4, tet2: 3, searched: 8, height: 1
hLLMAkccdeffggibvdpfpr, tet1: 4, tet2: 3, searched: 31, height: 2
iLLPLQcacefhfghhjkxnmwlok, tet1: 6, tet2: 3, searched: 91, height: 3
gLLMQbdedfffmftktks, tet1: 0, tet2: 2, searched: 1, height: 1
iLLLMQcccfdhghghlnpjpwpwt, tet1: 3, tet2: 6, searched: 135, height: 3
hLvMQkbfdeggfgmifexkbc, tet1: 6, tet2: 3, searched: 12, height: 2
hLLMAkccdeffggibvdpfpn, tet1: 4, tet2: 3, searched: 31, height: 2
iLLPLQcacefhfghhnkxnmwlok, tet1: 6, tet2: 3, searched: 91, height: 3
gLLAQcddcfffhcvnwcj, tet1: 2, tet2: 1, searched: 4, height: 1
gLLAQbdeeeffmkamxxj, tet1: 3, tet2: 5, searched: 2, height: 1
gLALQbbceeffpugskxr, tet1: 4, tet2: 3, searched: 8, height: 1
gLLAQbdeeeffmkamuxk, tet1: 3, tet2: 5, searched: 2, height: 1
kLLwLMQkcedghghijjjdtvsvobsxeh, tet1: 9, tet2: 5, searched: 440, height: 5
kLvLLQQkbdgfijhjhijpfgcncrbngs, tet1: 7, tet2: 4, searched: 490, height: 5
hLvAQkcdefggfgdvutpbcf, tet1: 1, tet2: 4, searched: 13, height: 2
iLLAwQcbdedfgghhlfavpimbj, tet1: 6, tet2: 4, searched: 159, height: 3
gLLAQbcddfffdfbkbvo, tet1: 2, tet2: 1, searched: 2, height: 1
hLvMQkbfdeggfgmifeibbw, tet1: 6, tet2: 3, searched: 12, height: 2
iLLLMQccdfghhfghhsahvrfnj, tet1: 7, tet2: 4, searched: 181, height: 3
gLLAQbdeeeffmkamxxk, tet1: 3, tet2: 5, searched: 2, height: 1
jLLALAQceddfghhiihivkjvmdok, tet1: 5, tet2: 6, searched: 378, height: 4
kLLALzQkceddfhihjjjhivkjmxdgro, tet1: 4, tet2: 7, searched: 994, height: 5
jLLALAQceddfghhiihivkjvmdor, tet1: 5, tet2: 6, searched: 394, height: 4
jLvAAMQbefeghgiiieduxisspqp, tet1: 8, tet2: 4, searched: 732, height: 4
gLLPQcdfeeffdcdaeaf, tet1: 1, tet2: 2, searched: 1, height: 1
iLLLQPccddfgfghhirsawgnur, tet1: 6, tet2: 5, searched: 451, height: 2
jLLLAQPcdeffgghiidstatkkaqw, tet1: 2, tet2: 6, searched: 128, height: 3
hLLMAkccdfefgginvhtwdk, tet1: 2, tet2: 3, searched: 4, height: 1
hLLAAkbcdeefggmvfxukxj, tet1: 2, tet2: 3, searched: 6, height: 1
hLALPkbcbegfgghhjkdqkf, tet1: 4, tet2: 6, searched: 10, height: 1
hLLMAkccdfefgginvhtwdj, tet1: 2, tet2: 3, searched: 4, height: 1
hLALPkbcbegfgghhjouqgj, tet1: 5, tet2: 4, searched: 8, height: 1
hLLAAkcedeefggiivpxexj, tet1: 4, tet2: 1, searched: 10, height: 1
jLLLAQPcdeffgghiidstatkkxhs, tet1: 2, tet2: 6, searched: 128, height: 3
hLALPkbcbegfgghhwkdqkf, tet1: 4, tet2: 6, searched: 10, height: 1
jLLLAQPcdeffgghiidstatkkaqs, tet1: 2, tet2: 6, searched: 121, height: 3
hLLAAkcedeefggiivpxexn, tet1: 4, tet2: 1, searched: 10, height: 1
mLLMLwwQQcdedfhillkjklpklrcetqpbkkd, tet1: 1, tet2: 9, searched: 758, height: 6
hLLAAkbcdeefggmvfxukxn, tet1: 2, tet2: 3, searched: 6, height: 1
hLLAAkbcdeefggmvfxukhs, tet1: 2, tet2: 3, searched: 6, height: 1
jLLLAQPcdeffgghiidstatkkaxr, tet1: 2, tet2: 6, searched: 128, height: 3
hLALPkbcbegfggxhjouqgj, tet1: 5, tet2: 4, searched: 8, height: 1
mLLMLvMQQacdehihlkkklljkanqvcakwkdx, tet1: 1, tet2: 9, searched: 662, height: 6
jLLLAQPcdeffgghiidstatkkxxj, tet1: 2, tet2: 6, searched: 128, height: 3
hLALPkbcbegfgghhwouqgj, tet1: 5, tet2: 4, searched: 8, height: 1
jLLLAQPcdeffgghiidstatkkaxk, tet1: 2, tet2: 6, searched: 121, height: 3
hLLAAkbcdeefggmvfxukhw, tet1: 2, tet2: 3, searched: 6, height: 1
jLLLAQPcdeffgghiidstatkkxhw, tet1: 2, tet2: 6, searched: 121, height: 3
mLLMLwwQQcdedfhillkjklpklrcetqpbrkd, tet1: 1, tet2: 9, searched: 705, height: 6
hLALPkbcbegfggxhnouqgj, tet1: 5, tet2: 4, searched: 8, height: 1
jLLLAQPcdeffgghiidstatkkxxn, tet1: 2, tet2: 6, searched: 121, height: 3
jLLAPPPceddgfghiitivngsfmxj, tet1: 7, tet2: 4, searched: 135, height: 3
iLALLQcbcbegghhhxxjnanbvc, tet1: 4, tet2: 6, searched: 20, height: 2
iLALLQcbcbefhghhhhjsqfssb, tet1: 5, tet2: 4, searched: 69, height: 2
iLALzQcbcbefhghhxxjnxnvvj, tet1: 6, tet2: 4, searched: 70, height: 2
jLLLwQQcdefgghihidstakksxwk, tet1: 0, tet2: 6, searched: 117, height: 3
jLLLAQPccfgefghiidwatafshhs, tet1: 7, tet2: 6, searched: 217, height: 3
jLLAPPPceddgfghiitivngsfuqn, tet1: 7, tet2: 4, searched: 135, height: 3
iLALLQcbcbegghhhxxnnanbvc, tet1: 4, tet2: 6, searched: 20, height: 2
jLLAPPPceddgfghiitivngsfmxn, tet1: 7, tet2: 4, searched: 128, height: 3
jLLLwQQcdefgghihidstakksxwr, tet1: 0, tet2: 6, searched: 114, height: 3
iLALLQcbcbefhghhhhwsqfswo, tet1: 4, tet2: 5, searched: 66, height: 2
iLALLQcbcbefhghhxhjsqfswo, tet1: 4, tet2: 5, searched: 69, height: 2
jLLAPPPceddgfghiitivngsfmhs, tet1: 7, tet2: 4, searched: 135, height: 3
iLALzQcbcbefhghhhxjnxnvvj, tet1: 6, tet2: 4, searched: 70, height: 2
iLALzQcbcbefhghhxxnnxnvvj, tet1: 6, tet2: 4, searched: 67, height: 2
jLLAPPPceddgfghiitivngsfuhn, tet1: 7, tet2: 4, searched: 135, height: 3
jLLAPPPceddgfghiitivngsfmhw, tet1: 7, tet2: 4, searched: 128, height: 3
lLvAPwPQccfegfhjijkkkuquadnmidwog, tet1: 10, tet2: 6, searched: 938, height: 5
iLALLQcbcbefhghhxhnsqfswo, tet1: 4, tet2: 5, searched: 66, height: 2
iLALzQcbcbefhghhhxwnxnvvj, tet1: 6, tet2: 4, searched: 67, height: 2
jLLAPPPceddgfghiitivngsfuqj, tet1: 7, tet2: 4, searched: 128, height: 3
jLLAPPPceddgfghiitivngsfuhr, tet1: 7, tet2: 4, searched: 128, height: 3
kLLLvQQkccfhiighjijdwafffsvhfk, tet1: 8, tet2: 7, searched: 240, height: 4
kLLLLMQkccfgghijhjjlnagvwolwph, tet1: 7, tet2: 6, searched: 229, height: 4
jLLLAQPccfgefghiidwatafshhw, tet1: 7, tet2: 6, searched: 244, height: 3
jLLLAQPccfgefghiidwatafsqqw, tet1: 7, tet2: 6, searched: 301, height: 3
lLLLLAMQcccfhifjkhjkkdwasnfupraif, tet1: 9, tet2: 8, searched: 450, height: 5
jLLLAQPccfgefghiidwatafshxj, tet1: 7, tet2: 6, searched: 252, height: 3
kLLLLMQkccfgghijhjjlnagvrolrph, tet1: 7, tet2: 6, searched: 229, height: 4
kLLLPLQkccffghijiijlnatggidean, tet1: 3, tet2: 7, searched: 189, height: 4
kLLLLMQkccfgghijhjjlnagvwolsph, tet1: 7, tet2: 6, searched: 240, height: 4
jLLLAQPccfgefghiidwatafshxn, tet1: 7, tet2: 6, searched: 227, height: 3
kLLALAAkceddfghhijjtivnscllfxr, tet1: 7, tet2: 5, searched: 493, height: 4
jLLLMAQacgdgfhiiinknjvkqqbk, tet1: 6, tet2: 4, searched: 633, height: 3
jLLLAQPccfgefghiidwatafsqxr, tet1: 7, tet2: 6, searched: 318, height: 3
jLLLLQQbdehifgihimvtvvksgbw, tet1: 7, tet2: 6, searched: 498, height: 3
jLLwMMQcedfhggiiiiivtwjbtxa, tet1: 3, tet2: 6, searched: 108, height: 3
kLLLLMQkccfgghijhjjlnagvrolnph, tet1: 7, tet2: 6, searched: 240, height: 4
jLLAPLQbcdefghhiimbrarfatsk, tet1: 0, tet2: 6, searched: 234, height: 3
jLLMLAQbddehghihidwrhtrqlhn, tet1: 2, tet2: 7, searched: 80, height: 3
jLLLAQPccfgefghiidwatafsqqs, tet1: 7, tet2: 6, searched: 292, height: 3
jLLMLAQbddehghihidwrhtrqmhj, tet1: 3, tet2: 8, searched: 62, height: 3
jLLLAQPccfgefghiidwatafsqxk, tet1: 7, tet2: 6, searched: 292, height: 3
jLLAPLQbcdefghhiimbrarfatjj, tet1: 6, tet2: 0, searched: 608, height: 3
jLLPwAQbcefehhihimjmhmqmqlw, tet1: 6, tet2: 4, searched: 536, height: 3
jLLMLAQbddehghihidwrhtrqlhr, tet1: 2, tet2: 7, searched: 77, height: 3
kLLLLPQkbcgffjhijjitsmvslcrmpj, tet1: 7, tet2: 4, searched: 591, height: 4
jLLLzQQacfghfigiinkvnhkqrok, tet1: 6, tet2: 4, searched: 548, height: 3
kLLALAAkceddfghhijjtivnscllohk, tet1: 7, tet2: 4, searched: 569, height: 4
kLLLLMQkcegehigijjjtiqpvwvrdaq, tet1: 9, tet2: 5, searched: 292, height: 4
lLLAwPLQcbdedfhijikkkerdgaqstrivs, tet1: 7, tet2: 10, searched: 483, height: 5
kLLLvQQkccfhiighjijdwafffsvhfr, tet1: 8, tet2: 7, searched: 545, height: 4
jLLLMAQacgdgfhiiijknjvkqqbk, tet1: 6, tet2: 4, searched: 638, height: 3
jLLLLQQbdfghigihidwtcwcjjfc, tet1: 7, tet2: 6, searched: 259, height: 3
kLvAwQPkaefgghiijjjjtqbjaaiboc, tet1: 8, tet2: 3, searched: 528, height: 4
kLLAzPMkbddefiihijjdwguvlphoow, tet1: 9, tet2: 5, searched: 453, height: 4
jLLLzQQacfghfigiijkvnhkqrok, tet1: 6, tet2: 4, searched: 658, height: 3
kLLLMPMkbdfghghijjjmkhiwrgueor, tet1: 7, tet2: 9, searched: 175, height: 4
kLLMLMMkcddefghiijjigvhgfmxgqr, tet1: 5, tet2: 7, searched: 293, height: 4
kLvAwQPkaefgghiijjjntqbjaaiboc, tet1: 3, tet2: 9, searched: 682, height: 4
kLLAzPMkbddefiihijjdwguvlphofj, tet1: 9, tet2: 5, searched: 476, height: 4
kLLALAAkceddfghhijjtivnsclloqn, tet1: 7, tet2: 4, searched: 570, height: 4
iLLLPQcbedhfhhggpdfpsgbsw, tet1: 4, tet2: 7, searched: 147, height: 2
lLLvPAAQccdeihighkjkkpgmgnvgritob, tet1: 5, tet2: 10, searched: 917, height: 5
kLLAzPMkbddefiihijjdwguvlphofk, tet1: 9, tet2: 5, searched: 453, height: 4
kLLALAAkceddfghhijjtivnscllohr, tet1: 7, tet2: 4, searched: 547, height: 4
kLLLPLQkccffghijiijlnatggiueak, tet1: 3, tet2: 7, searched: 206, height: 4
jLLPwAQbcefehhihimjmhmpmqlw, tet1: 6, tet2: 4, searched: 429, height: 3
kLLLPLQkccffghijiijlnatggidear, tet1: 3, tet2: 7, searched: 179, height: 4
jLLPwAQbcefehhihimjmhmqmqlj, tet1: 6, tet2: 4, searched: 594, height: 3
jLLPwAQbcefehhihimjmhmpmxlr, tet1: 6, tet2: 4, searched: 939, height: 3
kLLALAAkceddfghhijjtivnsclloqj, tet1: 7, tet2: 4, searched: 547, height: 4
lLLALPzQcceddfhihkkjktivnslmllxje, tet1: 3, tet2: 8, searched: 835, height: 5
kLLLLAQkccfhifhjhjjdwasnfoljap, tet1: 8, tet2: 7, searched: 323, height: 4
jLLLAPQbdfegghiiitsdqabdqsv, tet1: 6, tet2: 8, searched: 170, height: 3
iLLLPQcbedhfhhggpdfpsgbss, tet1: 4, tet2: 7, searched: 287, height: 2
kLLLLPQkbcgffjhijjitsmwslcbmpw, tet1: 7, tet2: 4, searched: 555, height: 4
kLLLwQPkacfefihhjjjnkvrkqpmogj, tet1: 7, tet2: 5, searched: 335, height: 4
lLLAvLQQcceddiihkkijktivnileanbwr, tet1: 6, tet2: 8, searched: 696, height: 5
lLLAvLQQcceddiihkkijktivnileanbkw, tet1: 6, tet2: 8, searched: 682, height: 5
kLLALMAkbcdehghihjjxbbaiwitaqj, tet1: 4, tet2: 9, searched: 606, height: 4
kLLvPMQkbdifhgjhiijtvdgrndnnor, tet1: 7, tet2: 5, searched: 323, height: 4
kLLLLPQkbcgffjhijjitsmvslcrmpk, tet1: 7, tet2: 4, searched: 711, height: 4
lLLAvLQQcceddiihkkijktivnileanbjr, tet1: 6, tet2: 8, searched: 807, height: 5
kLLLLPQkbcgffjhijjitsmvslcbmps, tet1: 7, tet2: 4, searched: 706, height: 4
kLLLwQPkacfefihhjjjjkvrkqpmogj, tet1: 7, tet2: 5, searched: 342, height: 4
jLLPwAQbcefehhihimjmhmpmqlj, tet1: 6, tet2: 4, searched: 428, height: 3
kLLLAwQkaceggfjiijjjkfsbfafrfb, tet1: 5, tet2: 7, searched: 675, height: 4
kLvAAzQkaefeghihjjjntqfsitegvo, tet1: 3, tet2: 9, searched: 747, height: 4
iLLMzQcacdefghhhnkawbqefw, tet1: 7, tet2: 3, searched: 140, height: 2
hLLMAkccdfefggibvmqntw, tet1: 3, tet2: 5, searched: 65, height: 1
iLLLMQcaedfghhghjdigjlhch, tet1: 5, tet2: 1, searched: 354, height: 2
kLLMzPPkbdedfihiijjlwaroedxfvs, tet1: 3, tet2: 7, searched: 281, height: 4
kLLLMMPkbdfgghhijjjevtpcfwxxnr, tet1: 9, tet2: 5, searched: 498, height: 4
lLLAvPMQcceddjiijjkiktivndildsfbj, tet1: 3, tet2: 9, searched: 994, height: 5
hLLMAkccdfefggdgvuugqn, tet1: 0, tet2: 4, searched: 203, height: 1
lLLALPzQcceddfhihkkjktivnslmllxke, tet1: 3, tet2: 8, searched: 930, height: 5
jLLLMPQcedfegihiipqrlnrtjlt, tet1: 4, tet2: 7, searched: 266, height: 3
iLLvQQccbgehfhghdjpungjow, tet1: 5, tet2: 1, searched: 379, height: 2
kLLALMMkacdefhhijjjnkadlwjuxkb, tet1: 9, tet2: 5, searched: 187, height: 4
lLLALPzQcceddfhihkkjktivnslmllxwi, tet1: 3, tet2: 8, searched: 866, height: 5
kLLLLAQkaeegfijhijjjdxnclaivss, tet1: 9, tet2: 2, searched: 381, height: 4
iLLvQQccbgehfhghdnpungjow, tet1: 7, tet2: 1, searched: 30, height: 2
iLLALQcbddehghghevnmunlbh, tet1: 2, tet2: 5, searched: 108, height: 2
jLLLQPPccfgegfhiidwalhkjlqn, tet1: 7, tet2: 6, searched: 672, height: 3
hLMLAkbbdfeeggpudwrrqn, tet1: 1, tet2: 3, searched: 2, height: 1
hLLLQkbeffgeggxxuuedvg, tet1: 1, tet2: 5, searched: 1, height: 1
mLLLMzzQQccfghhjillklkqfhakjhmgfsjs, tet1: 5, tet2: 11, searched: 840, height: 6
iLLvQQccbefhfghhdjmmngojw, tet1: 6, tet2: 1, searched: 14, height: 2
lLLLPPPMcbdehfgihjjkklvudgjunewaw, tet1: 8, tet2: 4, searched: 431, height: 5
jLLLzQQbcfehhgiiitsitsovimi, tet1: 4, tet2: 7, searched: 145, height: 3
iLLLAQccddefhghhtrsmcacap, tet1: 6, tet2: 5, searched: 270, height: 2
kLLwLMQkcbehfihjijjdjtbkwcpglp, tet1: 9, tet2: 2, searched: 477, height: 4
hLLAAkacdeffggjkampunj, tet1: 2, tet2: 6, searched: 477, height: 1
kLLLPLQkbdehfijhjjilvudgdanien, tet1: 4, tet2: 8, searched: 241, height: 4
jLLPMLQbcefegihiimbapagmxwf, tet1: 8, tet2: 5, searched: 215, height: 3
kLLvAAQkaefghiijjijjdgsjlhadhd, tet1: 3, tet2: 8, searched: 315, height: 4
kLLALPPkbdcefhhijjjdwwqjxlmvsc, tet1: 6, tet2: 8, searched: 606, height: 4
hLLLQkaeefggfgndxgbfcw, tet1: 1, tet2: 6, searched: 4, height: 1
jLLLMPQcedfegihiiphrlnrtjlt, tet1: 4, tet2: 7, searched: 283, height: 3
mLLLMzzQQccfghhjillklkqfhakjhmgfsjw, tet1: 5, tet2: 11, searched: 654, height: 6
lLLAvPMQcceddjiijjkiktivndildsobw, tet1: 3, tet2: 9, searched: 1000, height: 5
jLLLPPQccfegigiihdwahjtbltj, tet1: 7, tet2: 6, searched: 198, height: 3
kLLLPwQkcdfgghhijjjlcelgnolmcb, tet1: 6, tet2: 7, searched: 320, height: 4
jLLLMPQcedfegihiipqrljrtjlt, tet1: 4, tet2: 7, searched: 275, height: 3
mLLLLPwQQccffihjkjiklldwargwldijwsn, tet1: 10, tet2: 9, searched: 987, height: 6
kLLLLAQkaeegfijhijjndxnclaivss, tet1: 9, tet2: 2, searched: 371, height: 4
jLLvQPQcdehfgihiidrdpvjaoeh, tet1: 0, tet2: 7, searched: 164, height: 3
kLLwLMQkcbehfihjijjdntbkwcpglp, tet1: 9, tet2: 2, searched: 370, height: 4
lLLLPPPMcbdehfgihjjkklvudgjunewhn, tet1: 8, tet2: 4, searched: 508, height: 5
jLLLQPPccfgegfhiidwalhkjlqj, tet1: 7, tet2: 6, searched: 964, height: 3
iLLvQQccbefhfghhdnmmngojw, tet1: 6, tet2: 1, searched: 14, height: 2
lLLLPPPMcbdehfgihjjkklvudgjunewas, tet1: 8, tet2: 4, searched: 546, height: 5
iLLAMMcbdeefgfhhmvamanrqn, tet1: 7, tet2: 6, searched: 33, height: 2
jLLPMMPbcefegghiimbapagreqn, tet1: 7, tet2: 4, searched: 108, height: 3
iLLMAMcccdeffghhibvdpfpxj, tet1: 3, tet2: 5, searched: 31, height: 2
iLLAMMcbdeefgfhhmvamanrhk, tet1: 7, tet2: 6, searched: 33, height: 2
jLLLMPQcedfegihiiphrlrrtjlt, tet1: 4, tet2: 7, searched: 258, height: 3
lLLvALQQccdfgjghiijkkusauprbiqorw, tet1: 2, tet2: 9, searched: 599, height: 5
kLLALPPkbdcefhhijjjdwrxjxlmvsc, tet1: 8, tet2: 6, searched: 389, height: 4
iLLMAMcccdeffghhibvdpfthn, tet1: 5, tet2: 3, searched: 14, height: 2
jLLPMMPbcefegghiimbapagrihj, tet1: 7, tet2: 4, searched: 76, height: 3
hLLAAkbcedffggpgmfpnan, tet1: 0, tet2: 5, searched: 3, height: 1
jLLPMMPbcefegghiimbapagrixn, tet1: 7, tet2: 4, searched: 57, height: 3
iLLMAMcccdeffghhibvdpftqj, tet1: 5, tet2: 3, searched: 14, height: 2
kLLLPLQkbdehfijhjjilvudgdanmen, tet1: 4, tet2: 8, searched: 223, height: 4
hLLMAkccdfefggdgvuugxw, tet1: 0, tet2: 5, searched: 3, height: 1
hLLAMkbeedfgggddafangf, tet1: 2, tet2: 3, searched: 3, height: 1
