69,gLLAQccedefflnegdgn,0
70,jLvAMPQcdefghihiiivpuojibup,3
71,hLLMMkbceefggghgatakkb,1
72,hLAMzkbccdefggmejdhhhn,0
73,hLAMzkbccdefggmejlhhhj,0
74,kLALLPPkbcbeghijijjxhjslsiieas,3
75,kLALLzQkbcbefihijjjhxjnepnexmk,3
76,jLAwLPQcbbdfghiiihhkhjqjobj,2
77,kLALLzQkbcbefijhjijxxnneddfixg,3
78,kLALLzQkbcbefijhjijhxwneddfixg,3
79,kLLMLAAkbddehghihjjdwrhtrqmhqw,3
80,kLLMLAAkbddehghihjjdwrhtrqmhqj,3
81,jLAvPAQbcbfghgiiihxjheevpam,2
82,jLAvPAQbcbfghgiiihxjheevplq,2
83,kLLPwPAkbcefehghijjmjmhmmjlfhs,3
84,kLLPwPAkbcefehghijjmjmhmmjlfhw,3
85,kLLPwPAkbcefehghijjmjmhmmklfxj,3
86,lLALLPLQccbbefhijjkkkhhkcxchtdvrc,4
87,kLLPwPAkbcefehghijjmjmhmmklfxn,3
88,lLALLPLQccbbefhijjkkkhhrcxchtdvrc,4
89,jLLLAPQbdfgehihiidwtedmxmen,2
90,kLvLAPQkcfgejhiihijixatxrobknr,3
91,lLLLLAAQccdgehhiikjkkhslnfvsfmpcs,4
93,lLALLwMQccbbfgfiikjkkhqntixatxgvo,4
95,jLLzLQQaceihghgiijkxuaiiqvw,2
96,kLLLALQkcegfeiihjjjhuhllupoltb,3
97,kLvLAPQkcfgejhiihijixatxrobknk,3
99,lLLAMvAQcacedfghikjkknktlxltrmced,4
100,lLLvPMQMcbdifhgjhiikktvdgrnunnoxr,4
102,lLLvPMQMcbdifhgjhiikktvdgrnunnoxk,4
103,kLLLzQPkacghgfijhjjjknqvkqqwbk,3
105,kLLMvPQkbcefghjjiijtsmmvgmuphn,3
107,lLLLwAPQcacfefihkjkkjnkvrkqmobgjj,4
108,lLLMzMwQccdedfhihkkjkpklrslhahljd,4
109,kLLLzQPkacghgfijhjjjknqvkqqsbk,3
110,jLLPMMPbcefegghiimjmhmbvhhj,2
111,iLLMAMcccdfefghhibvmqntqn,1
112,jLLALAQbddehghhiievnmunlhds,2
113,lLLPwzQMcbcefehhijikkpkhdhhhxrnqj,4
115,jLLALAQbddehghhiievnmunlhdw,2
116,hLLAAkcdeeefggifepehhn,0
117,hLLAAkbedeefggmmnuixqw,0
118,lLLMLMPPcacefgghijjkknktftamftdns,4
119,lLLLzAPQcbcfeihhjkikktsiphgflljvj,4
120,kLLLPPPkbdgehhiijjjtndtwwlldxb,3
121,kLLMvPQkccdfgjhhjijtnspsdadvsw,3
122,lLLPMLLQccdcefgijijkkhsnpuunuguvr,4
123,lLLMLMPPcacefgghijjkknktftamftdnw,4
124,lLLPMLwQcbcefeghikjkkmbapagplmefn,4
125,jLLMLMQacdfhfihiinkarisorrf,2
126,lLLALzQPcacedhghjjkjknktllorathfn,4
127,lLLAzwQMccddeghhiijkkdfvabeluvsqw,4
128,lLLPMLAMcbcefeghiijkkmbapagplnxxr,4
129,lLLLzAPQcbcfeihhjkikktsiphgfllwvj,4
130,lLLPMLLQccdcefgijijkkhsrpuunuguvr,4
131,kLLMLzQkbddefihiijjdwkpoitavsk,3
132,lLLALzQPcacedhghjjkjknktllorathfr,4
133,lLLPvAQPcaceffgjijkjkjkxnwllwqias,4
134,lLLALPzQcbecdggijijkkhhrvbctckghr,4
135,lLLALzQPcacedhghjjjkkjktlloratsxj,4
136,jLLAzPQcedcfhihiihqvrjihimc,2
137,lLLMLMwQccddefgihkjkkigvhgflhmxwn,4
138,lLLPMLLQccdcefgijijkkqsjpuunugucn,4
139,iLLAAMcbcdeffghhmjkmqwaqn,1
140,lLLPvAQPcaceffgjijkjknkxnwllwqias,4
141,jLLAzPQaedefhiihinxahfqgfof,2
143,jLLAzPQcedcfhihiiqqvjjihimc,2
144,lLLLMvQQcbcdgghikjkkjtsndwexfvksn,4
145,jLLMLMQacdfhfihiijkarisorrf,2
146,kLvLAAQkbdehgigjjijmfepcqctttj,3
148,jLvAMQPcdefgfghiiivpuongjqn,2
149,lLLALPzQcbedcggijijkkhhcjbctckghr,4
150,lLLPMLLQccdcefgijijkkqsjpuunugucj,4
151,jLLLLQQccfhhigihidwankrbrwo,2
152,jLvMAQPbfdgefghiimefhibnehk,2
153,lLLPLMPPccdcfhfihjjkkqsnamfhinsxj,4
154,jLLALMQbedeghgiiihhntwccaua,2
155,jLvAMQPcdefgfghiiivpuongjqj,2
156,jLLLMAQccefhggiiilnuujngihm,2
157,iLLLMQcbedehhghgddfaovsgw,1
158,kLLAMLAkbcdefghiijjhkvhqtjnwis,3
159,lLLzAPMMcaceeghgiijkknvxcthuovqxj,4
160,hLLLQkbdeffgfgdwluhckw,0
161,iLLALQcbcedhfghhpfxfxjjxa,1
162,hLLAAkccedefgglnegdwqn,0
163,iLLLAQcccfgehhghlnauuplfq,1
164,hLLAAkccedefgglnegdgqw,0
165,kLLLvQQkcdfgigjhjijigusjvdvejm,3
166,iLLLMQcbedgfghhhpufaswofo,1
167,iLLLQMcbedgffghhmiflennuk,1
168,jLvLMQQbdegfihhiimfhsbggooo,2
169,jLLLMPQacgehiighijkgbdeavmk,2
170,iLLLMQccdefgfhhhdsdarcsso,1
171,kLvAMzQkcdegfhjijijdvxmbbuipdf,3
172,lLLPMvQPcbcefegiijkjkmbapaglnsxnj,4
173,jLLLAMQacfeghiihinkwcjtqldg,2
174,hLLAPkacdeffggnkmxxtkj,0
175,lLvAMLPQccdefghijkjkkivpuovuuunno,4
176,kLvAPwQkaefhfgijijjjiqmfjixkjb,3
177,kLLPLwQkccffhgijijjibaawbhhqhr,3
178,kLvALMQkbefehigijjjdmmdrrrfaed,3
179,hLLAPkacdeffggnkmxxtnr,0
180,kLvALPQkbeffihgijjjtmlebnrfphu,3
181,kLLLLMQkacgfhghijjjjkbrablmfbv,3
182,lLLPMvQPcbcefegiijkjkmbapaglnsxnk,4
183,lLLMLwAQccddefghjijkkigvhgfhowwhk,4
184,jLLLAMQacfeghiihijkwcjtqldg,2
185,kLvALAQkadfifgijjjinmqmwvuqrvv,3
186,jLLAzAQccedfghiiipvlfbwaxsv,2
187,kLvAwAQkadfgifhjijjnaqflbalvgw,3
188,iLLvQQccdfhfhgghifaunkrvb,1
189,kLLvAAQkbeghfhgijjjhhhagfjjlqp,3
190,kLLLLMQkacgfhgjhijjjkosaotebfv,3
191,iLLALQcbdedghghhdwafvafmp,1
192,jLvALQQcdefgihihiivhcgrjjjr,2
193,jLLALAQceddfghiiitivnsnlqwc,2
194,lLLMLwAQccddefghjijkkigvhgfhowwxw,4
195,jLLvQMQcdeghfihiitoxljfpjdm,2
196,jLvLAQQbdgefhgiiipfhhcbbdxi,2
197,kLLLLAQkacgghfhijjjnkbjafpuovw,3
198,hLvMQkbfeefgggmaaaddno,0
199,jLvLMQQbdegfhihiimfiwbcbokg,2
200,lLvALLQQccdffgjihkjkkdvhbjtrndeen,4
201,jLAMLLQbcbdeghiiixxjxxrqtrf,1
202,iLAMLPcbcbdeghhhhhjhhwduh,0
203,lLAwwMzQccbbdfhijkjkkhhkxjejmilin,3
204,lLAwwMzQcbcbdfhijkjkkhhjqjejmilin,3
205,kLAMLLPkbcbdeghjijjxxjxxjqfjvj,2
206,lLAwwwMQccbbdfgjjikkkhqnhweetfpmf,3
207,lLAwwwPQcbcbdfhikkjjkxhjqjecqmtuo,3
208,lLALLzPQcbcbeghkjkjkjhhwslsimajsr,3
209,kLAwvQMkbcbdghihjjjhhjqheevplq,2
210,kLAwvQMkbcbdghihjjjhhjqheevpam,2
211,lLALLzPQcbcbeghkjkjkjxhnslsimajsr,3
212,lLALvAAQccbbeihjhkikkqqjnkvqnqjbk,3
213,lLALvAAQccbbeihjhkikkqhrnkvqnqjbk,3
214,lLALvAAQcbcbeihjhkikkxxnnkvqnqkbk,3
215,lLALvAAQcbcbeihjhkikkhxwnkvqnqkbk,3
216,mLALLvQMQbcbegiijkjlllhhwsliqpuowgf,4
217,mLALLvQMQbcbegiijkjlllxhnsliqpuowgf,4
220,jLAvLQQbcbfhghiiihxjxagwvog,1
221,mLAvLAAMQcbbfhggjjklllqqnxewwaxxvkj,4
222,jLAvLQQcbbfhghiiiqhkxagwvog,1
224,lLLzLPPQccdcggijkiikkhsrsvlluxqfv,3
225,mLAvLAAMQcbbfhggjjklllqqjxewwaxxvkj,4
227,mLLLAwAQPcdeffgiijjkllispatoqroohqw,4
228,lLLzLPPQccdcggijkiikkqsjsvlluxqfv,3
229,mLLLAwAQPcdeffgiijjkllispatoqroohqs,4
230,mLALvLAQQbcbejihiljkllxxnnmvnrqecsr,4
232,mLALvLAQQbcbejihiljkllhxwnmvnrqecsr,4
234,mLALLvQPQbcbegiijkjlllxhjsliqptocfc,4
235,mLAvLAAMQcbbfhggjjklllqhkxewsaxxvkj,4
236,mLALLvQPQbcbegiijkjlllxhnsliqptocfc,4
237,mLAvLAAMQcbbfhggjjklllqhrxewsaxxvkj,4
239,jLLLMQPcdffegghiidvlasrwbqj,1
240,mLLMvwQMQbcefhjikklljltsmmclpamwnjc,4
243,mLLPwzQzQbcefehhijklklpkhdhhhxrqqwn,4
244,lLLLLPMQcacfgfjiikikknkgjkmakrsjw,3
245,mLLPLvQAQcdcehikhkjkllhsnpuulqrjjpk,4
246,mLLPvwMQQaceehjkllkjjlnkxjijnexrrku,4
247,lLLLLPMQcacfgfjiikikkjkgjkmakrsjw,3
248,lLLLzPQMcbcgejhhhijkktsmtpfccxjqj,3
249,mLLMzMwAQcdedfhihkklklpklrslhahlxdr,4
250,mLLLAwAMQcdeffgiijklklispatoqrohmnj,4
251,lLLLzPQMcbcgejhhhijkktsmtpfccxjqk,3
252,lLAvLAAQccbbhfggjjkkkhhrhxkrahhlc,3
253,lLAwLMLQcbcbdfhikijkkhhjhfhoigics,3
254,kLAwLMMkbcbdfhhijjjhhjhfhrwiil,2
257,mLLLAwAMQcdeffgiijklklispatoqrohmnn,4
258,mLLPwzQzQbcefehhijklklpkhdhhhxrqqwj,4
259,mLALvAAMQcbbeihhgklkllqhknnjcwarnkf,4
261,kLLALAAkbddehghhijjevnmunlhdhr,2
262,kLLALAAkbddehghhijjevnmunlhdqj,2
264,iLALPPcbcbegfhhhhhjslqdui,0
265,iLALPPcbcbegfhhhhhjslqduq,0
266,mLLPzLAPQccdeggjilkkkltnomonqrexpaj,4
267,mLALLPzMQbcbffgijiklllhhwtenvivgrvb,4
268,lLLLzPMQcbdghgijikjkktndhvapaxecc,3
270,kLLAvMQkbeddhjjihijxxrcmdtaxvw,2
271,mLALLPzMQbcbffgijiklllxhntenvivgrvb,4
272,mLALzwLQQbcbefgjkjllklxxjnxouavbfcv,4
273,mLALPvAAQbcbefgjjikkllhhwstllccaavn,4
274,mLALPvAMQbcbefghjjklllxxjnxtmgvttnf,4
275,mLLLMzMPQcdefgigjkklklhsdawpwlvbbvj,4
276,mLALPvAAQbcbefgjjikkllxhnstllccaavn,4
277,mLLMzwAMQaceefgjjikkllnklvktiqkxvnj,4
278,mLLPzLAPQccdeggjilkkkllnomonqrexpaj,4
279,mLLAPLzPQcdecgfhjkklllhsmrwsagmedec,4
280,mLLAMvAAQacedfghikjkllnktlxltrmcdjn,4
281,mLLAPLzPQcdecgfhjkklllqsmjwsagmedec,4
282,mLALLALMQbcbefghkjkkllxxjwxbwprfwmr,4
285,lLLMLzAQcaceehijijkkknkestljwkapd,3
286,kLALLzQkcbbehihjijjhqnoxmnadpf,2
288,mLLAPLLPQacdegfhijklllnkaptltvbudvg,4
289,kLALLwQkcbbehhijijjhqnohwdaxdb,2
290,jLALLMQbcbehhgiiihhjshrfapp,1
291,kLLALLQkcedchhijijjqqvnqxhamgo,2
292,mLLALPzQPbedcggijijkllhhcnbctckghxj,4
293,mLLMLMPPPacefgghijjkllnktftamftdnhr,4
294,kLLMLMAkcddegghhijjigvhvwemvxk,2
295,mLLMLMPPPacefgghijjkllnktftamftdnqj,4
296,lLLzLPQPccdcggjhijkkkhsnsoaohhwvs,3
297,kLAvLAQkbcbgfhihjjjhhjhqwbbxel,2
298,kLAvvQQkbcbhgjjhiijxxnagjkobfg,2
300,mLALLPLMQbcbfgigiklkllxhjptwrolrwjg,4
301,kLAvvQQkbcbhgjjhiijhxwagjkobfg,2
302,kLLALLQkcedchhijijjqqvjqxhamgo,2
303,lLALzMLQccbbegghkjkjkhqjohrwprjvf,3
304,mLLMvAwQQacefiijljljklnktflxfekavss,4
305,lLLzLPQPccdcggjhijkkkhsrsoaohhwvs,3
306,mLLALPLPQacdefghjkklllnkdxpvnqbjmte,4
307,mLALLPLMQbcbfgigiklkllxhnptwrolrwjg,4
308,mLALLPLAQbcbegigjikkllxxjnaivqmjnhk,4
310,mLLLMPzPQcedfegijkkkllphrlnrthrsbvj,4
311,mLLALALPQacedhghkjkllljktlljjarbemq,4
314,mLALzMLMQbcbefhikkjlklxxjnxvhdinqck,4
315,jLLLQPPbdeegfghiimwlxifbmqw,1
316,jLLLQPPbdeefgghiimwlxlfvmxr,1
318,iLALLQcbcbehgghhxxjnivokj,0
319,iLALLQcbcbehghghxxjnivjbr,0
320,mLLwvQAQPacejhjihikjlljktlixmkbhjhr,4
321,lLALLMzQccbbegfijikkkqqnnawpdqwcj,3
322,mLLwvQAQPacejhjihikjllnktlixmkbxjxk,4
323,mLLPMLLQPcdcefgijijkllqsjpuunugucqs,4
324,mLLwvQAQPacejhjihikjlljktlixmkbhjqj,4
325,mLLwvQAQPacejhjihikjllnktlixmkbxjqj,4
326,lLALzMzQccbbegfijikkkhhkohntlacsr,3
327,mLLPMLLQPcdcefgijijkllqsjpuunugucxk,4
328,lLLLMvQQcbcdggihjjkjktsnaouagkkrs,3
329,kLLLMMPkbedefhijiijmqfecsaxuan,2
330,iLLAPMccdedfgghhdsxobcodw,0
331,mLLvwPAQQachfjhkiklklljktkqtemsongj,4
332,kLLALzQkcdecfgjjiijhsxncoefsbc,2
333,kLLzLPQkcdcfhijhjijhsrcveaoexv,2
334,kLLPPLAkccffegihhjjibaaqbqqwqn,2
335,kLLzLPQkcdcfhijhjijqsjcveaoexv,2
336,mLALvwAQQcbbehhiklkllkhhkocnwllpbkb,4
337,kLLLMLQkbdfggihhijjdwtpbxnvpwn,2
338,kLLMzAPkacefghhiijjjktfqlxcvqr,2
339,kLLLAPPkacdfgghjijjnkwrjfuvfjv,2
340,lLLMLMPMccddefgiijjkkigvhgflrsjdj,3
341,jLLPLQPbcefhfghiipfetbsrsqj,1
342,lLLAzzPQcaedefhjijkkknxahfqdfimeb,3
343,lLLLzQLQcacfghfikkjjknkvvakqwrgjc,3
344,kLLALzQkbdedghihjjjljasjhptnwc,2
345,mLLvMMMPQcdfihjjijllkllrqbrdpnquiss,4
346,iLLLQPccdefeghghdrdhtgxnj,0
347,lLLLPzMQccceghihkjjjklnmlodnhqfww,3
348,iLLMwQccbeefhhghdjtqmpmkh,0
349,iLLLQPccdefeghghdrdhtwxwj,0
350,lLLALMzQcbdedghihjkkklwaowddtnlmt,3
351,jLLMLQPcbefhfghiidjtxjksodr,1
352,kLLwMMAkacefgghiijjnktrlxmssas,2
353,lLLLzPPQcacfgfijhjkkknkvvkqqwcgjk,3
354,kLLLLAQkacfegghjijjnkgwogicbgc,2
355,lLLLPzMQccceghihkjjjklnmlodnxqfwn,3
356,kLLLAPPkacdfgghjijjjkwrjfuvfjv,2
357,lLLLPzMQccceghihkjjjktnmdodnhqfwr,3
358,kLLMzAPkacefghhiijjjktfqlxcvhj,2
359,lLLLAPzQcbdegghgikkkjtvuqmaosathw,3
360,lLvALMPQcbefehiikjjjkdmmdrrfxaedj,3
361,lLLLAPPPcadeeggijijkkjmxssolrvflr,3
362,mLLPLvQPQbcdefjhikjlllpkfpwduccjumu,4
363,mLLLMLzQQcdefghijkllkliguavjptvjgsw,4
364,iLLAPMcacdeffghhnkmxxtkxr,0
365,iLLAPMcacdeffghhnkmxxtnxj,0
366,jLLLLQQacfghggiiijkggakolrf,1
367,kLLPLQzkccffhgghijjibaawbrgaqj,2
368,lLLLMLQPcbdfggfjiikkkdwqhwnmxtvco,3
369,mLALvwAQQcbbehhiklkllkhhrocnwllpbkb,4
370,lLLwwPAQcacegjihjkikkjkimixmkanpt,3
371,mLLAPLLPQbdcegfhjjklllevsufglgciiok,4
372,mLLvPLPQQcdggjkhlljilkusujtebuipjfn,4
373,lLvLLAQQcbdhjfjkjhkikmfwobfpwjxrh,3
374,kLLwMMAkacefgghiijjjktrlxmssas,2
375,kLLLwQMkccfeggiijijdwahcbdlxlk,2
376,lLLAMLzQcacedfgijijkknkimmquobomw,3
377,jLLAwMQbeedfghiiihhmkasxhks,1
378,mLLLLAAMQbceifgjikkllltjdjjnuoeefrf,4
379,mLvAPzPPQcdchghijkklklqvnwjbmtfwwfr,4
380,kLLLwQMkccfeggiijijdwahcbdlqlj,2
381,lLLLMLQPcbdfggfjiikkkdwqhwjmxtvco,3
382,lLLAMLzQcacedfgijijkknkimmquobodn,3
383,lLLLzPPQcacfgfijhjkkknkvvkqqscgjk,3
385,kLLMwPPkbdedfghijijpfaftukvajj,2
386,lLLPLLMQcbcefgihijkjkmjmhwmfiubkr,3
388,jLLMvQQbcdfihgihixsrmehfdto,1
389,mLLLPLPPQcedhgijijllkltpfmguxmajbsg,4
391,lLLLLQPMccdeighgiijkkispnovocvdqw,3
392,lLLMLMzQccddefghjijkkigvhgfmssouw,3
393,jLLLPPQbdehfihgiidwadgxkjae,1
394,jLLLPPQbdehfghhiidwadgrkcaj,1
395,mLLLLAPAQcdfeihhjkjlllqcesbvjeutfns,4
396,mLLLAPLAQbdegghgikklkltvmqmaonamxer,4
397,mLLPzwMPQacedggjiklkklnkxsmqobhmxlj,4
398,kLLzLMQkccdifhhijjjpormfbohahg,2
399,lLLLvPQQcbedhkkihijjkmifoduccfhig,3
400,kLLvQAAkcefeghhihjjdqaihooaohr,2
401,kLLLMwQkbdeeghihjjjxnidvrhwifk,2
402,lLLPLLPQcccffhjhiijkkibaawasdunww,3
403,kLLvPQPkcdighfihjjjhsmgnvjoaht,2
404,kLLLAwQkcddefghijjjhswtnrucrfr,2
405,kLLzLAQkccdifghjijjpormfvoxuao,2
406,lLLLLLQQcbedihhhkijkkmifsgfvmfdnk,3
407,lLLPLPMMcbcefghihijkkmjmhwvmfighk,3
408,iLLMwQcbdedfhghhpsabuauks,0
409,lLLMvAMQcacefiijkkjkjnktflxfmqkiv,3
410,mLLMLwAQPcddefghjijklligvhgfhowwhqw,4
411,lLLLLLQQcbceighhkijkkljdjnbfekmvj,3
412,kLLALzQkbdedfghjijjendonsewkvs,2
413,lLLPLLMQcbcefgihijkjkmjmhwmfiubkk,3
414,mLLPLLzQQbcdefihjlklklpkfpwiufivufu,4
415,mLLPLvQPQbcdefjhikjlllpkfpwduccrumu,4
416,mLLALALPQcddeghgjjklllhcrajiojohmwn,4
417,kLLPvMQkccefhgjhijjlneaonqcuwn,2
418,mLvAMLPPQcdefghijlklklivpuovuuonroo,4
419,lLLMLMzQccddefghjijkkigvhgfmssouj,3
420,lLLwLAPQccedfhgikijkkdpvgoowpcajo,3
421,jLLLPPQbdehgihgiidwadvegvmh,1
422,jLLLPPQbdehfghhiidwadgrkcak,1
423,mLLwLAPPQaedifhijjklllntalwidikkqlq,4
424,mLvAPLzQQaefhfijkljlklniqmfehfofwrn,4
425,mLLMLwAQPcddefghjijklligvhgfhowwxqn,4
426,mLLvPPPMQaceihgkhjlkllnkrqagalgloia,4
427,lLvLAMPQcaegehiikjjkkjxwbrmaeiqbo,3
428,mLLMLwAPQcddefghjjlkkligvhgfhowqxjj,4
429,lLLAzzQMcccedghhijjkkubecjeexvwar,3
430,lLvAPwPQcaefhfgjijkjkjiqmfjxkjrbw,3
431,jLLLLQQccfgfiihhilnagfrrkgc,1
432,jLLLPPQbdehfihgiidwadgxkkae,1
433,lLvLAMPQcaegehiikjjkknxwbrmaeiqbo,3
434,jLLvMQQcdfeghihiidgasrvnokj,1
435,mLLMLwAPQcddefghjjlkkligvhgfhowqxwj,4
436,iLLMMMcbcdfegghhmkfapihfw,0
437,jLLLMQPbdegfhghiimvmtnoorpj,1
438,lLvLAMAQcaegffihjjkkkjxgwwxcxhgck,3
439,lLLMLMzQccddefghikjkkigvhgfmvmnem,3
440,kLLzLAQkaceihihjhjjnkxuittfovr,2
441,iLLAwQcbeedfghhhddafafqtm,0
442,jLLLAAQbcfgehgiiitsttumcabk,1
443,lLvAPzPQccdchghijjkkkhvnwjbmttfwf,3
444,lLLLAPMPcbdegghgijjkktvuqmaoumhwr,3
445,jLLLMAQcdegghhiiiivlingoldt,1
446,jLLvQMQcdehfghihiifeuwwwxbn,1
447,lLLvAPPQcceghhgjjikkkutaajvlucups,3
448,kLLLPzQkbdehfgihijjtvudgjhnisr,2
449,lLvALMMQccdefgihijjkkdvpjvfgwihor,3
450,lLLvAMPQccdhfhgkjjkkjtkxqccadpgjv,3
451,jLLAwMQbeedfghiiihupkasmhgf,1
452,kLvLMAQkbdegfhhjjijmfiwbcoihjm,2
453,lLLzPPLQccdchghiijkkkhsnwbcaimgno,3
454,lLLALPPPcceddfhihjjkktivnslmlfnur,3
455,lLvLAMAQcbdhefgijijkkpfhdcbpumcwn,3
456,kLvALAQkbefehgijjjilaitkgfmhir,2
457,mLLMvAPAQacefihihjkklljktfltjnbulsj,4
458,iLLMMMcbcdfegghhmkfapihok,0
459,kLvLMAQkbdegfhijiijmfdkbcfinwn,2
460,jLLzLQQacfgiighhijkummdaafo,1
461,jLLzLQQacfghighhijkumadalgn,1
462,jLLvQMQcdehfghihiifeuwwwxbr,1
463,jLLzPPQacfhghgiiijkuqmmaikc,1
464,jLLzLQQacfghighhijkumadalgr,1
465,jLLLAMQcddefhhiiilrsmnmppuc,1
466,lLLLMvQQcacfgfihjjkjkjkgsrplfwbfj,3
467,kLLALAAkceddfghiijjtivnsnlqwas,2
468,mLLwLAMQPcedfhgiijjklldlvgbonjpqfxr,4
469,lLvLLAQQcbdhfgjikijkkpffcgcweofhx,3
470,mLvAvMMQQbefjghlkijllklaljnfiaffiun,4
471,lLLLPwPQcbdehfhjijkkkenihkjiimoko,3
472,mLvAPLzQQaefhfijkljlkljiqmfehcofwjr,4
473,lLLLPwPQcbdehfhjijkkkdruhgkiimoko,3
474,kLLvAAQkcdfehijhjijhsaunpqoplw,2
475,lLvALwQQcbeffgijijjkkhaehfvdgelhj,3
476,lLLzzMPQccdegfjhikkjkhoahfpfudojv,3
477,kLvALMQkcdeihhgijjjdvuvjjobqpu,2
478,lLvLAMAQcbdhefgijijkkpfhdcbpumcwj,3
479,kLvALMQkcdegfhijjijivpocvfieoe,2
480,iLLALQcceddfghhhiibwvfite,0
481,iLLLAQcbddgfghhhhckhgvpqp,0
482,lLLLLMMQcacggfjhkijjkjkojbedsbbjw,3
483,lLLPLwAQcbcdefhjhkjkkpkfpwixuiotl,3
484,jLLvMQQcdefgghhiiifewwswbjw,1
485,jLvLAQQbdeghihgiipfeeguogii,1
486,jLLvMQQcdefgghhiiifewwswbjs,1
487,mLvLMPPAQbdhhfjikjikllmflbbdnqufbvw,4
488,iLLAwQcbeedfghhheddfafuht,0
489,kLvLPMQkbdhgfijgjijpfprcgurdjd,2
490,lLvLPPMQcbdefghikjkjkpficrrcmuixv,3
491,jLLLAAQcddfghgiiipvraglfesc,1
492,lLLvMPPQccdfhgihjikkkhsabbnbanqvg,3
493,kLvLAAQkbdhggfiiijjmfaarbpxlqj,2
494,iLLPzQcbcffghghhmomtdirhx,0
495,mLLvAMPQPacegiihkjkjllnkcstluigosxk,4
496,mLLvwAMQQcdfgihjillkklpflnvjlnlernw,4
497,kLvLMMQkbdhgfjhijijpfakcinouot,2
498,lLLALPzQcceddfhihjjkktivnslmlsnew,3
499,kLLwvQQkcedghjijijiqdvffarqodo,2
500,lLLvzAQQccdgjfihijkkkurupfvsfaxav,3
501,kLLPvPQkcdefihjhjijtraticmoqlb,2
502,jLAMLLQbcbdeghiiixxjxxjqenj,0
503,jLAMzLQbcbdefhiiixxjxxxkulx,0
504,mLAMLLzMQbcbdegijilkllhhjhxjljrdxrn,3
505,mLAMLLzMQcbbdegijilkllhhkhqjljrdxrn,3
506,lLAMzLLQcbcbdefhikjkkhhjhhhkxkvrv,2
507,mLAMLLLMQbcbdegikjllklxxjqqjelcdmuj,3
508,mLAMLLLMQbcbdegikjllklxxjqhrdpcdqtv,3
509,lLAMvLAQcbcbdehijikkkhhjhxuhufemp,2
510,lLAMvLAQcbcbdehijikkkhhjhxuhufeeu,2
