id,oriented,tetrahedra,flat count,negative count
pLAwLLLPLQQbcbdfjlmkokmmnooxxjxfrmmheubcokk,0,15,3,0
pLAvLLQvPQQbcbfhkjkolmnomnoxxjxveselmarkjjg,0,15,3,0
pLALvvLQQMQcbbeijmnmlnnolooqqnnbmhppassabxd,0,15,4,0
pLLPvAAzPAQcdcehijjklmnnnoohsnppaeejieqgrak,0,15,2,0
pLAvLvAwQQQbcbflkilloknnomoxxjxhhsiihxhfbwg,0,15,2,0
pLAwvwvPQQQcbbdimlnnlonmoloqqnqaaiaiqluulqg,1,15,0,0
pLAwLvwMAQQbcbdfhljmlonnmooxxjxfoqopmrbkvvk,1,15,0,0
pLAwvvAPPQQbcbdlhikmmnoononhhjhsorfixhuehxw,1,15,0,0
pLLLzLALQQPbcgfjiikjlmlmnooebdddxllonfbkjxr,1,15,0,0
pLLLzPAPPPPbcgfhjiikjlmmnooebddgdxlhokhtoxj,1,15,0,0
pLALvvLQMQQbcbeiknlnokmmmoohhjsspdddoosfsov,1,15,0,0
pLALvvAPQMQcbbeihkjllkmnoooqqnngntelcvwglut,1,15,0,0
pLAwLvAwQMQbcbdfhjklnmmonnoxxjxfowmmapsicbw,1,15,0,0
pLAwvwPzQAQcbbdihilnkmnlonoqqnqacsiacixqmvr,1,15,0,0
pLAwvvAMQPQbcbdkjjmnlnolomoxxjxsssteolpoarw,1,15,0,0
pLAwvwvPQQQcbbdimnoolkmolmnqqnqaalutpcptqgw,1,15,0,0
pLAwvvAMMQQbcbdljjmnnlloomoxxjxrsstelokqars,1,15,0,0
pLLPzvwPQPQcdcefjjlmnkmonnohsnpblrctanidagw,1,15,0,0
pLLPzvvQQQPcdcefijmnkllnmoohsnpbfrjtnsfiobj,1,15,0,0
pLLzLPLAPQPcdcgijilkmnnlmoohsnshahaljlhfwjj,1,15,0,0
pLvLMMvAQAQadgghjikmmknnonojmgsbixmssopihis,1,15,0,0
pLALvwALMQQcbbeiihkmnolmnnoqqnnngnlcwingnbw,1,15,0,0
pLAwvvAzQQQbcbdlhmkjlnonmoohhjhvoqfrohluevb,1,15,0,0
pLAwvvLQAQQcbbdlmkmlnonlonohhkhkdcikaehvepc,1,15,0,0
pLAwvLPLQPQcbbdgijjmnlloonohhkhevwjutdhgcfw,1,15,0,0
pLAwvwLQPMQcbbdiijmlkmnomooqqnqasbaicaxwocr,1,15,0,0
pLAwvvAPAQQbcbdlhmmkklnomoohhjhvoqafoohqesk,1,15,0,0
pLAwvLPzQAQbcbdghjmnmmllooohhjhdokqqhmehgof,1,15,0,0
pLAwvwLzQQQcbbdiimknkolnomoqqnqasasiclqvswn,1,15,0,0
pLAwvMLAMAQbcbdhgjlkknmlooohhjhhtreelqjjqqa,1,15,0,0
nLLLPPvQAkbdfefiijkjklmmevaeodhhlbvjhs,0,13,3,0
pLLLLLwMMQQcddhggjnmkloomontgfgffhhbkwexrhn,0,15,3,0
pLLALLAzPQPccdefhhikllmmnooakvhvllltqvgfwqn,0,15,4,0
nLLLQvMPAkbdfgefijjkklmmevapeopjbaushk,0,13,3,0
pLLLLLMzQQPcddhggilnkmlnnootgfgffigabrbeexj,0,15,3,0
pLLLLwLQPPQacfggkjilmlonnnonkgggwobgcfqadmw,0,15,2,0
pLLLLMLvQQQacfggjjoknlmnmnonkgggtfqrtflaaow,0,15,2,0
pLLLLwMPQPPcddhhgjlmklkmnootgfffnlgvkrcrhxr,0,15,3,0
pLLLvAwPQQPbcehhikkjlnnmnooajdcnnauxfwnwoqn,0,15,3,0
pLLAvAPMPMPccdeiihjkjmlmnooakvhiipusklxnaqw,0,15,4,0
pLLLLMzLQQPcddhhgkmjkmlnmootgfffcavbrvbqchj,0,15,3,0
pLLLMvPPPQPacffglkimlkmnmoonkjjfhkwlfruidhj,0,15,2,0
pLLLwLzMQQPacffkjkijmmlnmoonkjjtibbgcrolgqn,0,15,2,0
nLLLLwPQPkbcghigkiljmllmajerrbdwhaqgcn,0,13,3,0
nLLLwwQAAkcddegjikiiklmmtgfmsmakrrraqn,0,13,3,0
nLLLLMPMAkbcgfhgkjijlkmmajekjkamclfkqn,0,13,2,0
nLLLLMPMMkbcfghgkijjlmlmajajjsxwiifxwj,0,13,2,0
pLLLvMAAAAQbcfgkjkliklnmonoajavmmpmchlhjqnn,0,15,2,0
pLLPzvPQPPPcdcfglljikmkmnoohsnawaosbgloawqn,0,15,2,0
nLLLzLQQzkcddghhhijkklmmukfsoovhvbjaxr,0,13,3,0
pLLPzvMLPQQcdcefkjnlmolmonohsnpbabafhpwadjv,0,15,3,0
pLLALLLMQPPccdefhljjjmlmnooakvhvtgssshgechj,0,15,4,0
nLLLLPwQAkcdefjjikijklmmakpkatndcxqwxj,0,13,3,0
nLLLPwLMQkbdgehgjlkmkllmtvatrvehshsjjk,0,13,3,0
nLLLPMLQzkbdgehghijkklmmtvatrvwxkkkahs,0,13,3,0
nLLLLQLMAkacfgghhjkjklmmnkgggiiwfovuqn,0,13,3,0
nLLLPALAAkcddgfghikjklmmukfgkgnqrwjdqn,0,13,3,0
pLLLLLwQQPPcddhggjmlkkkmnootgfgffhnfnnkoths,0,15,3,0
pLLALLAwMQPccdefhhijllmmnooakvhvlllwpjkvaqw,0,15,4,0
nLLLQLLMAkbdfgefhjjkklmmevapeohkktpoxj,0,13,3,0
pLLLLLMPAQPcddhggillkmmnmootgfgffigbjnganxr,0,15,3,0
pLLvLMwPQQPacgghijmklknmmoonkggaqvgrvrmwrqn,0,15,2,0
pLLLLMLPQPPacfggjjmlkmmlnoonkgggtfmgnixkahj,0,15,3,0
pLLLLwLQQPPacfggkjimlkkmnoonkggggobgnwokahj,0,15,3,0
pLLPzvzAQAQcdcfgljikknlnonohsnawasbrsmwmqbn,0,15,3,0
pLLPvLPPMQPcdcfjlhkmklnnnoohsnaiaqoxsfaxuxr,0,15,3,0
pLLPvzQLPMQcdcfikjhmknnomnohsnapeaqlsahxbkr,0,15,4,0
pLLzLzzAQQPcdcgglmiklmlnmoohsnsvuaqosfrufxr,0,15,3,0
pLLPLvMPQPPcdcffklijjkmmnoohsnasawvrrwhhbxr,0,15,4,0
nLLLLwPQPkcddhhlikilkmlmtgfffuhuukwxrj,0,13,3,0
nLLLLMMQzkbcefhgjiikklmmajdncotbcmotqw,0,13,3,0
nLLLwMzQAkacffhjijkkjlmmnkjjxuxjbfsshk,0,13,3,0
pLLLLwLMAQQcddhhmlmnkkolnnotgfffhigvowxcfrj,0,15,3,0
pLLLvAwQQPPbcehhikkkmmlnmooajdcnnlauhfwtohn,0,15,3,0
pLLAvALwQAQccdeiijljklnnnooakvhiiukkwgxmwqn,0,15,4,0
pLLLLwMLQMQcddhhjkknjnmmonotgfffxiwvbvsshjk,0,15,3,0
pLLLwvMPQMQacffimjilmnnonmonkjjqhssjvdmhqjn,0,15,2,0
pLLLwLvQQQPacffkkmijjmlmnoonkjjtbjbgnnrgshk,0,15,3,0
pLLLvALPQQPccfhfkjkkmmnlmootnavftueelkfnnqw,0,15,3,0
pLLzLzzPQQPcdcgglikklnlnnoohsnsvuqoosfrfgqw,0,15,3,0
pLLLLPwAPAQbceijjgklnllmonoasaommvmmxwwsqjw,0,15,4,0
nLLLLzQMAkbcehjgkijkklmmasxnuvusxainqw,0,13,3,0
nLLLLPzQAkccggfjhilkkkmmanhrferramnfqn,0,13,3,0
nLLLvLQQMkcddhhhlilkkmlmukfoovidjvrxbj,0,13,3,0
pLLPzvLMPQQcdcefjklomnlmonohsnpbbfnaspgftav,0,15,3,0
pLLALvPLQAQccdefiljjklnnnooakvhvlksswgxmwqn,0,15,4,0
nLLLLPzQAkcddfhhjiljllmmukfkooddvvbnqw,0,13,3,0
pLLLAwwMMQPcddeghijlmnlnnootgfmgmugqaelefqn,0,15,3,0
pLLLMLPzMQPcddefhjklmlmnmootgfmjaxceaeexoxr,0,15,3,0
pLLLLMLAwQQbcfgihjjlmnlnmooasubsnulahtbpkow,0,15,2,0
pLLLvwAAPQQbcfgkilmoknlmmnoasusxguihwfbwjkk,0,15,2,0
pLLMvwPzQQPacdehkilnmlnnloonkanuknlaupalphj,0,15,2,0
pLLLLPPvQQPacfhfijimnlnlnoonkgeklemepemefqn,0,15,2,0
pLLLLwAPAQPcddhhgimkkmlmnootgfffvavkgwnktxr,0,15,4,0
pLLzvzLMQQQcdcgmklkolmnnnoohsnvuaxoocjssbjs,0,15,3,0
pLLAvAvMQQPccdeiiklmmklmnooakvhiicogbvgnlqn,0,15,4,0
pLLLLwwQQPPcddhhgjljkmmnmootgfffvajvccctfxr,0,15,4,0
pLLLMLLPAAQacffgjjimkknmnoonkjjjtbgmooaejnn,0,15,3,0
pLLLMLPzPAQacffgjkjillnnnoonkjjjtabgheuskhs,0,15,4,0
pLLLAwwwQQPcddeghijmknlnnootgfmgmugakdlccqn,0,15,3,0
pLLLMLPPLQPcddefhjklkmnmmootgfmjaxcekhxooxr,0,15,3,0
pLLLLLPPAMQbcfgijlkjmjmonnoajiccmqimpdjhinn,0,15,2,0
pLLLvLMQPMQcceigkmlknkmmonoanxogqampqrbgqnr,0,15,2,0
pLLLLLPQzAQccfigjklijmnmonoanaskllxclrqolwr,0,15,2,0
pLLLLLwQPQPcddhggklmnmklmootgfgffangarrgrqn,0,15,4,0
pLLAvwAMQMPccdeihhkjklmmnooakvhlllswnrmlohs,0,15,4,0
pLLLLLAPQMPcddhggikllkmmnootgfgffagbbbgjahj,0,15,4,0
pLLzvMvQPQQcdcjhkjllnmonnoohsnaraalrwshbbph,0,15,3,0
pLLLLMLAPQPacfggjjkillmnnoonkgggtjwbkflagdk,0,15,3,0
pLLLvLPQPQPacflkjilmmnklmoonkgttlejwgagwwxr,0,15,4,0
pLLLLMMvQQPacfggjijlknnnmoonkgggtljikaagsxr,0,15,4,0
nLALLAPLPkcbbeghhijllmmmqqnnannaaagrrb,0,13,4,0
pLALLALAzPQcbbeghhjjkmnonooqqnnannavfafuwmu,0,15,6,0
pLALLALAzPQcbbeghhjjkmnonooqqnnannavfafurml,0,15,6,0
pLALLALzPAQcbbeghhkklmlnoooqqnnannaflllvepp,0,15,5,0
pLALLAPLzAQcbbeghhijllnmoooqqnnannaaagafajr,0,15,6,0
pLLLMzAzMAQbedefhiilknlnnoomafiwkhhkktfashk,0,15,5,0
pLAwLMwPzAQbcbdfhiikklnmooohhjhfhkkdjcaatll,0,15,5,0
pLLLMzQLPPPbedefhiijkmlmnoomafiwkhhdbamgpxr,0,15,5,0
pLAwLLMvQMQbcbdfjjkmlkmonooxxjxfkkemmafaott,0,15,5,0
pLLLLLAPAQPbceihgjimklnnnooajdbffmclwgammxr,0,15,5,0
pLALvvQLMQQbcbehlhmjomlnmoohhjssasamafcfwpp,0,15,5,0
pLALvvQAQzQcbbejiijkjmlnoooqqnnannxxxrbaabb,0,15,6,0
pLAwLLLQLPQbcbdfjiikkmmonoohhjhfvrrttsvavee,0,15,5,0
pLLLLwPPAQPbceigklikmknnnooajdbjeecelgaeexr,0,15,5,0
pLALvLQvAQQcbbehjiinlnonmooqqnncannjcjagbpp,0,15,5,0
pLALvAALPPQbcbeghhjmknmnooohhjsrsvaeshghhps,0,15,4,0
pLALvAALPPQbcbeghhjmknonmoohhjsrsvaeshxhrps,0,15,4,0
pLALvAAMPLQbcbeghhjklmmonoohhjsrsvaaemeacjv,0,15,4,0
pLAvPAPLvQQcbbgfhgijlnmonooqqnqlaglalawmqlc,0,15,4,0
pLAwLPwzwQQbcbdfiihjlnmonooxxjxfmkomoaaigoo,0,15,3,0
pLAvLQMLLMQbcbfhgihjkmnoonoxxjxagwkakdtabbf,0,15,3,0
pLAvLAwQvQQbcbfhhiijlnomnooxxjxtgwwxbamhjbg,0,15,4,0
pLALLPwPvQQcbbefgihllnomnooqqnnhgmntqharrwb,0,15,4,0
pLALLzwLAQQbcbeghhnkmlomonohhjsxsvavivtxlco,0,15,3,0
pLALLPwwAPQcbbefgihjlmnoonoqqnnhgmnftafcogj,0,15,4,0
pLAvPAPLvQQcbbgfhgijlomonnoqqnqlaglalawmqlc,0,15,4,0
pLAwLPwzwQQbcbdfiihjlomonnoxxjxfmkomoaaigoo,0,15,3,0
pLAvLQMLLMQbcbfhgihjkmnnoooxxjxagwkakdttbkf,0,15,3,0
pLAvLAwQvQQbcbfhhiijloomnnoxxjxtgwwxbamhjbg,0,15,4,0
pLALLPwPLPQcbbefgihllnomonoqqnnhgmntqharwrb,0,15,4,0
pLALLzwLAQQbcbeghhmkmlononohhjsxsvavivtxlco,0,15,3,0
pLALLPwwAPQcbbefgihjlmnoonoqqnnhgmnftafwngc,0,15,4,0
pLAvPALzPMQcbbgfhgjknnloonoqqnqlagawpaeamwi,0,15,4,0
pLAwLPLLMMQbcbdfiijklnnonooxxjxfmkamciaaaim,0,15,3,0
pLAvLAMwMMQbcbfhghkjmnnnoooxxjxagkaxctqxtll,0,15,3,0
pLAvLAvQPMQbcbfhhijknlnonooxxjxtgwxqlchahim,0,15,4,0
pLALLPzLAMQcbbefgijmmllonooqqnnhgmutmrjhkwv,0,15,4,0
pLALLPzLAPQcbbefgijmmllonooqqnnhgmutmrsxkgk,0,15,4,0
pLALLvMzQMQbcbeghjjnmnnmooohhjsxvpgarimvuxq,0,15,3,0
pLALLvMzQMQbcbeghjjnmnnmooohhjsxvpgawimvuxx,0,15,3,0
pLAwLLwLMQQbcbdfjjmklmlonooxxjxfkkdtdbbkfbs,0,15,4,0
pLLPzvLQLQQcdcefjjlkonlononhsnpbffvsahoxixd,0,15,4,0
pLALvvQLMQQbcbehkhmlnomlonohhjssasaprlwfpnu,0,15,5,0
pLALvvQLMQQbcbehkhmlnomlonohhjssasapglwfpku,0,15,5,0
pLALvvQLAQQcbbejiiknnomoomnqqnnanntajmgimgg,0,15,4,0
pLALvLQvAQQcbbehjiinlnonmooqqnncannjcjugoaa,0,15,5,0
pLAMvLAMMzQbcbdeihjklkmnoooxxjxxexaeaejaaww,0,15,5,0
pLAMvLPLMAQbcbdeihkmlklnoooxxjxxeejaagmcamm,0,15,4,0
pLAMLvPMzAQbcbdegkjilmlnoooxxjxxjjrfhahkall,0,15,4,0
pLAwLwPzQzQcbbdfgkjjmllnooohhkhjeaeeavvlarr,0,15,4,0
pLAMLvMMLPQbcbdegjkijnmnoooxxjxxjmafnanxqtj,0,15,6,0
pLAMLvMMLAQbcbdegjkijnnmoooxxjxxjmafnahnais,0,15,6,0
pLAMvLMMMzQbcbdejiiilkmnooohhjhhahwcaoapabb,0,15,5,0
pLAMzLLPMzQcbbdefhjklkmnooohhkhhhcxcajtauff,0,15,5,0
pLAMvLMMMzQbcbdejhkkljmnoooxxjxxqxvgafqaebb,0,15,5,0
pLAMvLAAMzQbcbdejijiklmnooohhjhhahmcaaaiauu,0,15,6,0
pLAMLvMMMzQbcbdegikjjlmnoooxxjxxjaaoomaaaxp,0,15,6,0
pLAMzvLMAAQbcbdefkimlllnooohhjhhhadankgaaii,0,15,4,0
pLAwLMvMzQQcbbdfghkmlnlnooohhkhjebiabavxqqv,0,15,3,0
pLAMzLvAAMQcbbdefhlkmkmonoohhkhhhcncajdaorr,0,15,3,0
pLAMLvAwzQQbcbdegijklomnnooxxjxxjawaaagjnmt,0,15,4,0
pLAwLwvAQPQcbbdfgkjnkmmmooohhkhjexeacbgjxqq,0,15,3,0
pLAMvLPLAAQbcbdeihjmklnnoooxxjxxeefasdmwqqq,0,15,3,0
pLAMvLPzwQQbcbdeijjlmolonnoxxjxxeanqamxcwwr,0,15,3,0
pLALLwwPPPQcbbefghmlnlmloooqqnnefnioanlbvss,0,15,3,0
pLALLLwMMMQbcbegihkmklnoonohhjslavlafglpnos,0,15,3,0
pLALLvMMAMQbcbeghlimklnnooohhjslvtdakkdmjjb,0,15,4,0
pLALLvQMLPQbcbeghkjilmnnooohhjslvhpdaajjcjb,0,15,3,0
pLALLLMMLPQbcbegihkjlnmonoohhjslavtuaqwnnkw,0,15,4,0
pLALLLwMAMQbcbegihjmlkmnooohhjslavuaskitbjw,0,15,3,0
pLAwLMLLwQQcbbdfhikmkoomnnohhkhjaneakaentpw,0,15,5,0
pLAwLwwMPPQcbbdfhjiknmonmoohhkhjaajmaoltjds,0,15,4,0
pLAwLLPMzPQcbbdfjikilmnnooohhkhjnjacdattddo,0,15,5,0
pLAwvLMPMMQbcbdghlmkmlnloooxxjxxomifaxatrss,0,15,3,0
pLAwLLLQLPQcbbdfhljlknooonnhhkhjvljexattunn,0,15,3,0
pLAwLLAwPPQcbbdfjhiknlooonnhhkhjnjjxavleann,0,15,3,0
pLALLvAAPPQcbbegihjknmmonooqqnnaenmwaadlesj,0,15,5,0
pLALzLwMAMQcbbegghljmkmonoohhkohfsvnawqafkk,0,15,4,0
pLALLvAPPAQcbbegkhkjmllnoooqqnnaannccnnxann,0,15,4,0
pLALLwwMQLQcbbegghljmkmonooqqnnanncbqstajkk,0,15,4,0
pLALLLzMzQQcbbegjhilknomnooqqnnaanufrxeukcv,0,15,5,0
pLALLLzMLQQcbbegjhllomnomnoqqnnaanqbaqmipjn,0,15,4,0
pLAwvAAMzAQbcbdhijhjllnmooohhjhhavojevdkabb,0,15,5,0
pLAwLwwQPzQcbbdggikllkmnooohhkhulviappaiars,0,15,5,0
pLAwLwMMPzQcbbdfgijkjmlnooohhkhjeweileftapp,0,15,5,0
pLAwLALLQLQcbbdfhgjlkmmonoohhkhjamaavahandi,0,15,6,0
pLAwLzMwPMQcbbdfghikmlnnooohhkhjmbciakxejjj,0,15,6,0
pLAwvAAwPMQbcbdhijhjlnnooonhhjhhavojvbfaeej,0,15,5,0
pLAwLwwPPPQcbbdggillknononohhkhulvapppabibi,0,15,5,0
pLAwLwMLzQQcbbdfgijjnoomonnhhkhjeweleaiwipd,0,15,5,0
pLAwLzMLMPQcbbdfgiimmnoononhhkhjejcbsuaihil,0,15,6,0
pLAwLzMLMPQcbbdfgiimmnoononhhkhjejcbsuaixiu,0,15,6,0
pLAwLLzQzAQcbbdfiiijlmnmooohhkhjkjcjaceceff,0,15,6,0
pLAwLLzAPMQcbbdfiiijlmnoonohhkhjkjcjofcaacm,0,15,6,0
pLALLLMvQMQbcbegihjknllonoohhjslavpbmwcfcgn,0,15,5,0
pLAwLwLAAPQcbbdfhljjmlonnoohhkhjaepxafediar,0,15,6,0
pLAwLLzAwQQcbbdfiiijmomnnoohhkhjkjcjaegaaag,0,15,6,0
pLAwLLPAwMQcbbdfiikijlmonoohhkhjkjacjaacfff,0,15,6,0
pLAwLLzAwQQcbbdfiiijmomnnoohhkhjkjcjaegaqar,0,15,6,0
pLAwLLzAMMQcbbdfiiijmlnnooohhkhjkjcjafaaaac,0,15,6,0
pLAwLwLMPAQcbbdfgkimkkmnooohhkhjppjanbgatnb,0,15,5,0
pLAMvwLAAPQcbbdeglijkkmonoohhkhhoafnrfvloma,0,15,5,0
pLAMvLAMLAQbcbdejijilmlnooohhjhhahmcubvlijj,0,15,6,0
pLAMvLAwzQQbcbdejijinlnooonhhjhhahmcbvnpaab,0,15,6,0
pLAMLvLQzAQbcbdegkijkmnmoooxxjxxjwfjbajrqhp,0,15,5,0
pLAMvLAALAQcbbdeijikjmnnooohhkhhahtafvphaav,0,15,6,0
pLAMvLAAwMQbcbdejijiklnoonohhjhhahmcaaunnvn,0,15,6,0
pLAMvLAALAQcbbdeijikjmnnooohhkhhahtafvphhan,0,15,6,0
pLAMvLAALAQbcbdejijiknnmooohhjhhahmcaaugaab,0,15,6,0
pLAMLvPMLPQcbbdegijiknomonoqqnqqrrnfgairevx,0,15,5,0
pLAwLMwwLQQbcbdfhihkolmmnoohhjhfhvohukeefff,0,15,5,0
pLAwLwMzAMQcbbdggiikkmnmooohhkhulvcddaasxff,0,15,5,0
pLAwLwAzAPQcbbdfhihjmlnnooohhkhjawjlafaabbf,0,15,6,0
pLAwLALPLPQcbbdfhgjjlmonnoohhkhjamacaackcvf,0,15,6,0
pLAwvAAMzAQbcbdhijhjllnmooohhjhhavojtvdnabb,0,15,5,0
pLAwLwwQPzQcbbdggikllkmnooohhkhulveappaeafw,0,15,5,0
pLAwLwMMPzQcbbdfgijkjmlnooohhkhjeweelestapp,0,15,5,0
pLAwLALLQLQcbbdfhgjlkmmonoohhkhjamaavaqakdi,0,15,6,0
pLAwLzMwPMQcbbdfghikmnlnooohhkhjmbciadfejjj,0,15,6,0
pLAwvAAwPMQbcbdhijhjlnnooonhhjhhavojvbfattj,0,15,5,0
pLAwLwwPPPQcbbdggillknononohhkhulvapppabebe,0,15,5,0
pLAwLwMLzQQcbbdfgijjnoomonnhhkhjeweleaewepd,0,15,5,0
pLAwLzMLMPQcbbdfgiimmnoononhhkhjejcbsuaexeu,0,15,6,0
pLAwLzMLMPQcbbdfgiimmnoononhhkhjejcbsuaehel,0,15,6,0
pLAwLLzAAMQcbbdfiiijlmnmooohhkhjkjcjdfefecc,0,15,6,0
pLAwLLzAPMQcbbdfiiijlmnoonohhkhjkjcjofcaqcd,0,15,6,0
pLALLLMvQMQbcbegihjknllonoohhjslavpblwcfcgk,0,15,5,0
pLAwLwLAAPQcbbdfhljjmlonnoohhkhjaepxafedtag,0,15,6,0
pLAwLLzAwQQcbbdfiiijmonnmoohhkhjkjcjaeaarar,0,15,6,0
pLAwLLPAwMQcbbdfiikijlnoonohhkhjkjacjadccff,0,15,6,0
pLAwLLzAwQQcbbdfiiijmonnmoohhkhjkjcjaeqarag,0,15,6,0
pLAwLLzAMAQcbbdfiiijmnlnooohhkhjkjcjaafaddb,0,15,6,0
pLAwLwLMPPQcbbdfgkimkknmooohhkhjppjanbaricr,0,15,5,0
pLAMvwLAAPQcbbdeglijkkmonoohhkhhoafnrfnuoma,0,15,5,0
pLAMvLAMLAQbcbdejijiklnmooohhjhhahmchvlnijj,0,15,6,0
pLAMvLAwzQQbcbdejijinlnooonhhjhhahmcbvnphhb,0,15,6,0
pLAMLvLQzMQbcbdegkijkmnmoooxxjxxjwfjbajwxat,0,15,5,0
pLAMvLAALAQcbbdeijikjmnnooohhkhhahtafnphaan,0,15,6,0
pLAMvLAAwPQbcbdejijiklnnooohhjhhahmcaahvbbb,0,15,6,0
pLAMvLAALAQcbbdeijikjmnnooohhkhhahtafnphhav,0,15,6,0
pLAMvLAALAQbcbdejijiknmnooohhjhhahmcaaghaan,0,15,6,0
pLAMLvPMLPQcbbdegijiknomnooqqnqqrrnfgairnix,0,15,5,0
pLAwLMwwMMQbcbdfhihkmnloonohhjhfhvohaukabfb,0,15,5,0
pLAwLwMzAMQcbbdggiikkmnonoohhkhulvcddaaaxxf,0,15,5,0
pLAwLwAzAMQcbbdfhihjmlnnooohhkhjawjlafaabbf,0,15,6,0
pLAwLALPLPQcbbdfhgjjlmonnoohhkhjamacaackcvw,0,15,6,0
pLLLAzAwMQPcegfeihhjlmlmnooiiaaxxkksxaiskhj,0,15,4,0
pLLLAzAzQMPcegfeihhkklmmnooiiaaxxkkrbiarlqw,0,15,4,0
pLALLLMLAAQbcbegihkmlknnooohhjslavtawkmefgv,0,15,5,0
pLALLLMMLPQbcbegihjklmnnooohhjslavpdahnjcjk,0,15,4,0
pLAwLwLMMPQcbbdfhlijmlomnoohhkhjaejigkekhss,0,15,6,0
pLAwLwMwPAQcbbdfhjkinmlmooohhkhjaaejarkchnf,0,15,5,0
pLAMvMLzPPQcbbdegiklmlomnoohhkhhohaahqacoma,0,15,5,0
pLAwLvPMMAQcbbdfilimknmmooohhkhjjacdxaooeaa,0,15,6,0
pLAMvAvMPAQbcbdehgjmlllnoooxxjxxqbgaxwcwaxe,0,15,4,0
pLAwvMwQPzQbcbdhghkjklmnoooxxjxtxoafmuradff,0,15,4,0
pLAwLwwMzQQcbbdfgjimlnonnoohhkhjpqjabaeuqaa,0,15,4,0
pLAMLvwMPMQbcbdegilkmkmonooxxjxxjaauahnajtm,0,15,5,0
pLAMzLvAQzQcbbdefhjkmklnooohhkhhhcwcajvaiuu,0,15,4,0
pLAMLLLzQzQbcbdegikllmmnoooxxjxxftaaetaaask,0,15,4,0
pLAwLMzAPzQcbbdfgijjklmnooohhkhjenatighalxx,0,15,4,0
pLAMLzvMPAQcbbdeghjknllmoooqqnqqrxgqajbblqq,0,15,4,0
nLAMzLLLQkcbbdefhjlklmmmhhkhhhcxajlmag,0,13,3,0
nLAMvLMwQkbcbdejiiimmllmhhjhhahwcuuuuo,0,13,3,0
nLAMvLMMPkbcbdejhkklmmlmxxjxxqxvgadauc,0,13,3,0
nLAMLvAzQkbcbdegiilkmmlmxxjxxjaftqankc,0,13,4,0
nLAMLvwPQkbcbdegjkljmlmmxxjxxjmhanlorf,0,13,4,0
pLAMzLLvQMQcbbdefhjknmmmooohhkhhhcxjlmacama,0,15,5,0
pLAMvLMwQLQbcbdejiiimmlonoohhjhhahwcuuupoaa,0,15,5,0
pLAMvLMwPMQbcbdejhkknnlooonxxjxxqxvgdaudddb,0,15,5,0
pLAMLvAzMAQbcbdegiilknlmoooxxjxxjaftqwkcuuu,0,15,6,0
pLAMLvwPwQQbcbdegjmmjlnomooxxjxxjmdanooibdq,0,15,6,0
pLAMLvwPMPQbcbdegjmmjlnomooxxjxxjmdansopbuh,0,15,6,0
pLAMLvwwAQQbcbdegjljkomnonoxxjxxjmanpdrfhja,0,15,6,0
pLAMLvwLMQQbcbdegjnjolmoonnxxjxxjmenkovswcc,0,15,6,0
pLAMLvwQPzQbcbdegjikjmlnoooxxjxxjmfxnkoaiss,0,15,6,0
pLAMzLLvQPQcbbdefhjklmmonoohhkhhhcxjlmgbbbb,0,15,5,0
pLAMvLMwzQQbcbdejiiinlnmooohhjhhahwcauvfnng,0,15,5,0
pLAMvLMwLQQbcbdejhkknmoononxxjxxqxvgaurrvrc,0,15,5,0
pLAMLvAzMAQbcbdegiilknmnoooxxjxxjaftqnkcaaa,0,15,6,0
pLAMLvwLAQQbcbdegjmjnlmonooxxjxxjmanlovifii,0,15,6,0
pLAMLvwLQMQbcbdegjljmnnomooxxjxxjmanlrrlfaa,0,15,6,0
pLAMLvwwQPQbcbdegjkjlnmoonoxxjxxjmanpfretje,0,15,6,0
pLAMLvwzMQQbcbdegjkjolomnnoxxjxxjmxnkosbffs,0,15,6,0
pLAMLvwMLQQbcbdegjijlonnonoxxjxxjmfnoaswxnx,0,15,6,0
pLAMzLzMwPQcbbdefhjkjlmnooohhkhhhchoktvotlh,0,15,5,0
pLAMzvPALMQcbbdefkjijlnnooohhkhhhhadbawbtmq,0,15,5,0
pLAMzvLQLPQbcbdefkilklmnoooxxjxxxaegbgqgrjk,0,15,5,0
pLAMzvLALQQbcbdefkilklnonooxxjxxxaxnbgpscgg,0,15,4,0
pLAMzLLzMAQcbbdefhjkkmnnooohhkhhhcxcjufnaai,0,15,5,0
pLAMzLLzMPQcbbdefhjkknmoonohhkhhhcxcjtoaanq,0,15,5,0
pLAMzLLzMAQcbbdefhjkkmnnooohhkhhhcxcjufnqat,0,15,5,0
pLAMzLLPwPQcbbdefhjklknoonohhkhhhcxcajollfa,0,15,5,0
pLAMLvPvQPQbcbdegkjkkmnonooxxjxxjjsboufpjul,0,15,5,0
pLAMvLMwAMQbcbdejiiikmnnooohhjhhahwcohbvaah,0,15,5,0
pLAMvLMMwMQbcbdejiiilkmnooohhjhhahwcaoboppp,0,15,5,0
pLAMvLMwAMQbcbdejiiikmnnooohhjhhahwcohbvqax,0,15,5,0
pLAMvLMwMMQbcbdejiiiknmonoohhjhhahwcoaoabau,0,15,5,0
pLAMvLzMMMQcbbdeikimknnomoohhkhhaxchndpivlt,0,15,4,0
pLAMLvzQzMQbcbdegkikjlmnoooxxjxxjjfsrikopqu,0,15,5,0
pLAwLwPAzMQcbbdfgkjkjmmnooohhkhjeaetqfjexgf,0,15,4,0
