id,oriented,tetrahedra,flat count,negative count
WLLLwMQzMzMzMzMzMzMzMzMzMzMzMzMzQbedgigjhhklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVVVaafhaoajkaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaass,0,48,44,0
VLLLwAAMPzMzMzMzMzMzMzMzMzMzMzMPcbdfggijhklmknopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUUUhgahbaawxaajaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaann,0,47,41,0
VLLLwQzMMzMzMzMzMzMzMzMzMzMzMzMPcbedfighjkljmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUUUaafhasjhaakaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaajj,0,47,42,0
XLLLwMAMMzMzMzMzMzMzMzMzMzMzMzMzMkbedgijghkljmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWWWaafhahjjaanaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaajj,0,49,44,0
VLLAMzMzMzMzMzMzMzMzMzMzMzMzMzMPcbcedfghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUUUlsajaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaadd,0,47,44,0
XLLLMAMzMzMzMzMzMzMzMzMzMzMzMzMzMkcdgfefhijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWWWasaassoaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaamm,0,49,45,0
WLLLAPzMMzMzMzMzMzMzMzMzMzMzMzMzQbefgfihjkljmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVVVaadldafhaakaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaatt,0,48,43,0
YLLLwMAMMzMzMzMzMzMzMzMzMzMzMzMzMPcbedgigjhkljmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXXXaafhaohfaasaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaii,0,50,45,0
ULMzMzMzMzMzMzMzMzMzMzMzMzMzMzMkbcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTTTaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaahxet,0,46,44,0
YLLLwMQzMzMzMzMzMzMzMzMzMzMzMzMzMPcbedgigjhhklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXXXaafhaoajkaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaass,0,50,46,0
XLLLwAAMPzMzMzMzMzMzMzMzMzMzMzMzMkbdfggijhklmknopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWWWhgahbaawxaajaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaann,0,49,43,0
XLLLwQzMMzMzMzMzMzMzMzMzMzMzMzMzMkbedfighjkljmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWWWaafhasjhaakaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaajj,0,49,44,0
XLLAMzMzMzMzMzMzMzMzMzMzMzMzMzMzMkbcedfghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWWWlsajaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaadd,0,49,46,0
YLLLAPzMMzMzMzMzMzMzMzMzMzMzMzMzMPcbefgfihjkljmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXXXaadldafhaakaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaatt,0,50,45,0
WLMzMzMzMzMzMzMzMzMzMzMzMzMzMzMzQbcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVVVaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaahxpi,0,48,46,0
